  0  0.90830E+00  0.90830E+00  0.91861E+00  0.91861E+00  0.12772E+01  0.12773E+01  0.12870E+01  0.12870E+01  0.13216E+01  0.13239E+01
  1  0.90837E+00  0.90839E+00  0.91869E+00  0.91870E+00  0.12739E+01  0.12773E+01  0.12832E+01  0.12872E+01  0.13231E+01  0.13241E+01
  2  0.90861E+00  0.90867E+00  0.91895E+00  0.91897E+00  0.12657E+01  0.12743E+01  0.12775E+01  0.12874E+01  0.13238E+01  0.13252E+01
  3  0.90899E+00  0.90913E+00  0.91939E+00  0.91943E+00  0.12552E+01  0.12635E+01  0.12778E+01  0.12878E+01  0.13242E+01  0.13260E+01
  4  0.90953E+00  0.90977E+00  0.91999E+00  0.92006E+00  0.12438E+01  0.12518E+01  0.12783E+01  0.12883E+01  0.13247E+01  0.13266E+01
  5  0.91022E+00  0.91060E+00  0.92077E+00  0.92088E+00  0.12318E+01  0.12398E+01  0.12789E+01  0.12889E+01  0.13253E+01  0.13272E+01
  6  0.91106E+00  0.91161E+00  0.92172E+00  0.92188E+00  0.12195E+01  0.12276E+01  0.12796E+01  0.12896E+01  0.13260E+01  0.13280E+01
  7  0.91205E+00  0.91281E+00  0.92284E+00  0.92306E+00  0.12071E+01  0.12153E+01  0.12804E+01  0.12905E+01  0.13268E+01  0.13288E+01
  8  0.91317E+00  0.91419E+00  0.92413E+00  0.92441E+00  0.11945E+01  0.12029E+01  0.12814E+01  0.12915E+01  0.13278E+01  0.13297E+01
  9  0.91443E+00  0.91574E+00  0.92559E+00  0.92595E+00  0.11819E+01  0.11905E+01  0.12825E+01  0.12927E+01  0.13289E+01  0.13308E+01
 10  0.91581E+00  0.91748E+00  0.92721E+00  0.92766E+00  0.11692E+01  0.11782E+01  0.12838E+01  0.12939E+01  0.13301E+01  0.13320E+01
 11  0.91732E+00  0.91940E+00  0.92900E+00  0.92955E+00  0.11565E+01  0.11658E+01  0.12851E+01  0.12953E+01  0.13315E+01  0.13333E+01
 12  0.91892E+00  0.92149E+00  0.93094E+00  0.93162E+00  0.11438E+01  0.11535E+01  0.12866E+01  0.12969E+01  0.13330E+01  0.13347E+01
 13  0.92063E+00  0.92376E+00  0.93305E+00  0.93385E+00  0.11310E+01  0.11412E+01  0.12883E+01  0.12986E+01  0.13346E+01  0.13363E+01
 14  0.92241E+00  0.92621E+00  0.93530E+00  0.93627E+00  0.11183E+01  0.11290E+01  0.12900E+01  0.13004E+01  0.13363E+01  0.13379E+01
 15  0.92424E+00  0.92882E+00  0.93771E+00  0.93885E+00  0.11055E+01  0.11169E+01  0.12919E+01  0.13023E+01  0.13381E+01  0.13397E+01
 16  0.92609E+00  0.93161E+00  0.94025E+00  0.94160E+00  0.10928E+01  0.11050E+01  0.12939E+01  0.13044E+01  0.13401E+01  0.13416E+01
 17  0.92792E+00  0.93457E+00  0.94293E+00  0.94452E+00  0.10801E+01  0.10932E+01  0.12960E+01  0.13066E+01  0.13422E+01  0.13437E+01
 18  0.92967E+00  0.93769E+00  0.94572E+00  0.94760E+00  0.10674E+01  0.10817E+01  0.12983E+01  0.13089E+01  0.13444E+01  0.13458E+01
 19  0.93128E+00  0.94097E+00  0.94860E+00  0.95085E+00  0.10548E+01  0.10704E+01  0.13007E+01  0.13114E+01  0.13467E+01  0.13481E+01
 20  0.93264E+00  0.94441E+00  0.95154E+00  0.95427E+00  0.10423E+01  0.10596E+01  0.13032E+01  0.13139E+01  0.13491E+01  0.13505E+01
 21  0.93360E+00  0.94800E+00  0.95447E+00  0.95784E+00  0.10300E+01  0.10493E+01  0.13058E+01  0.13166E+01  0.13517E+01  0.13531E+01
 22  0.93398E+00  0.95171E+00  0.95728E+00  0.96157E+00  0.10179E+01  0.10398E+01  0.13086E+01  0.13195E+01  0.13543E+01  0.13558E+01
 23  0.93354E+00  0.95545E+00  0.95974E+00  0.96545E+00  0.10066E+01  0.10312E+01  0.13115E+01  0.13224E+01  0.13571E+01  0.13586E+01
 24  0.93198E+00  0.95856E+00  0.96177E+00  0.96949E+00  0.99654E+00  0.10239E+01  0.13145E+01  0.13255E+01  0.13599E+01  0.13615E+01
 25  0.92903E+00  0.95791E+00  0.96489E+00  0.97368E+00  0.98948E+00  0.10181E+01  0.13176E+01  0.13287E+01  0.13629E+01  0.13645E+01
 26  0.92170E+00  0.94587E+00  0.96560E+00  0.97564E+00  0.99679E+00  0.10196E+01  0.13209E+01  0.13322E+01  0.13662E+01  0.13677E+01
 27  0.91195E+00  0.93296E+00  0.95682E+00  0.97001E+00  0.10151E+01  0.10319E+01  0.13246E+01  0.13361E+01  0.13698E+01  0.13711E+01
 28  0.90155E+00  0.92032E+00  0.94660E+00  0.96058E+00  0.10352E+01  0.10494E+01  0.13287E+01  0.13404E+01  0.13738E+01  0.13749E+01
 29  0.89107E+00  0.90802E+00  0.93631E+00  0.95003E+00  0.10558E+01  0.10688E+01  0.13332E+01  0.13452E+01  0.13781E+01  0.13791E+01
 30  0.88073E+00  0.89610E+00  0.92624E+00  0.93928E+00  0.10765E+01  0.10891E+01  0.13381E+01  0.13504E+01  0.13828E+01  0.13836E+01
 31  0.87066E+00  0.88459E+00  0.91648E+00  0.92865E+00  0.10971E+01  0.11098E+01  0.13433E+01  0.13560E+01  0.13878E+01  0.13885E+01
 32  0.86091E+00  0.87350E+00  0.90709E+00  0.91830E+00  0.11177E+01  0.11308E+01  0.13489E+01  0.13621E+01  0.13931E+01  0.13937E+01
 33  0.85154E+00  0.86287E+00  0.89810E+00  0.90831E+00  0.11382E+01  0.11519E+01  0.13549E+01  0.13686E+01  0.13988E+01  0.13992E+01
 34  0.84257E+00  0.85271E+00  0.88951E+00  0.89872E+00  0.11585E+01  0.11732E+01  0.13613E+01  0.13756E+01  0.14047E+01  0.14050E+01
 35  0.83403E+00  0.84304E+00  0.88136E+00  0.88959E+00  0.11787E+01  0.11944E+01  0.13680E+01  0.13830E+01  0.14110E+01  0.14111E+01
 36  0.82594E+00  0.83389E+00  0.87366E+00  0.88093E+00  0.11986E+01  0.12157E+01  0.13751E+01  0.13909E+01  0.14175E+01  0.14177E+01
 37  0.81832E+00  0.82527E+00  0.86643E+00  0.87277E+00  0.12183E+01  0.12371E+01  0.13826E+01  0.13993E+01  0.14242E+01  0.14245E+01
 38  0.81120E+00  0.81720E+00  0.85967E+00  0.86513E+00  0.12376E+01  0.12583E+01  0.13904E+01  0.14083E+01  0.14311E+01  0.14318E+01
 39  0.80458E+00  0.80969E+00  0.85340E+00  0.85804E+00  0.12564E+01  0.12796E+01  0.13985E+01  0.14177E+01  0.14382E+01  0.14393E+01
 40  0.79849E+00  0.80277E+00  0.84763E+00  0.85150E+00  0.12748E+01  0.13008E+01  0.14070E+01  0.14278E+01  0.14455E+01  0.14471E+01
 41  0.79293E+00  0.79646E+00  0.84238E+00  0.84553E+00  0.12926E+01  0.13218E+01  0.14159E+01  0.14384E+01  0.14529E+01  0.14552E+01
 42  0.78792E+00  0.79076E+00  0.83765E+00  0.84016E+00  0.13097E+01  0.13428E+01  0.14250E+01  0.14497E+01  0.14604E+01  0.14637E+01
 43  0.78347E+00  0.78570E+00  0.83345E+00  0.83538E+00  0.13259E+01  0.13636E+01  0.14344E+01  0.14615E+01  0.14678E+01  0.14723E+01
 44  0.77960E+00  0.78127E+00  0.82979E+00  0.83122E+00  0.13411E+01  0.13841E+01  0.14440E+01  0.14737E+01  0.14751E+01  0.14812E+01
 45  0.77631E+00  0.77751E+00  0.82668E+00  0.82768E+00  0.13551E+01  0.14043E+01  0.14539E+01  0.14820E+01  0.14861E+01  0.14902E+01
 46  0.77361E+00  0.77441E+00  0.82413E+00  0.82477E+00  0.13677E+01  0.14242E+01  0.14639E+01  0.14885E+01  0.14976E+01  0.14990E+01
 47  0.77150E+00  0.77199E+00  0.82214E+00  0.82250E+00  0.13783E+01  0.14435E+01  0.14739E+01  0.14940E+01  0.15055E+01  0.15072E+01
 48  0.77000E+00  0.77025E+00  0.82072E+00  0.82088E+00  0.13867E+01  0.14621E+01  0.14836E+01  0.14982E+01  0.15067E+01  0.15130E+01
 49  0.76911E+00  0.76919E+00  0.81986E+00  0.81990E+00  0.13920E+01  0.14797E+01  0.14921E+01  0.15005E+01  0.15038E+01  0.15106E+01
